criticality,defect_severity,asset_criticality,failure_consequence,deferral_history,mandatory,duration_minutes,restoration_minutes,power_isolation,snt_disconnection,department_risk,window_hours,traffic_block,failure_after_deferral,safety_escalation,emergency_intervention,disruption_minutes,maintenance_effectiveness,outcome_risk_score
4,4,5,5,6,0,180,10,1,0,0.72,24.0,1,0,0,1,84.33590778887009,0.66905589987369,0.2693900255347551
1,2,5,4,7,0,90,60,0,1,0.82,24.0,1,1,1,1,148.47453929920178,0.7148354153023343,0.8889445471283045
4,3,4,1,8,1,75,45,1,0,0.86,3.0,1,1,0,0,89.64631675748407,0.7108604233225626,0.4200039815390767
3,5,4,3,2,0,120,10,0,1,0.72,1.5,1,1,1,1,79.2932426064515,0.5864788566151244,0.8518086417745757
5,3,2,1,0,1,60,20,0,0,0.86,2.0,1,0,0,0,9.58881538256603,0.796325702471927,0.020649744415342466
2,4,2,2,7,1,75,45,1,1,0.82,72.0,1,1,0,1,70.94235944687122,0.5658624423135908,0.6076845353359628
4,5,3,4,5,0,30,0,0,1,0.82,48.0,1,1,0,1,158.09031726500137,0.6374518225445747,0.6607719172652141
5,2,5,5,5,1,180,60,0,1,0.72,3.0,1,1,1,1,135.7680512928486,0.606180233031666,0.8880794178830157
2,2,3,2,1,1,75,45,0,0,0.86,96.0,0,1,0,0,128.946724654864,0.9122537628310856,0.4321067197050667
3,3,2,3,0,1,45,60,0,0,0.72,72.0,1,0,0,0,178.0606356671342,0.8156497593796695,0.13161160728817925
5,2,1,4,4,0,75,20,0,1,0.72,48.0,0,1,0,0,18.92819654949652,0.49572627914263645,0.38791795815967983
1,3,3,3,3,1,90,20,0,0,0.72,2.0,1,1,0,1,50.99716100092053,0.8126949920599136,0.5771094578897531
3,5,1,3,8,1,90,45,0,0,0.72,48.0,1,1,1,0,58.92489402733096,0.6352311626985556,0.6448170812959886
3,2,2,4,8,1,60,60,0,1,0.82,48.0,1,0,1,0,100.17998881732717,0.5844875837092773,0.33587252835190207
3,2,1,3,7,1,150,15,0,1,0.72,2.0,1,1,1,0,54.64260408909021,0.5918743789539469,0.644997196199284
1,1,1,1,8,0,30,0,0,1,0.86,3.0,1,0,0,1,12.287817086881734,0.7739953692964842,0.21401220220716727
3,5,2,2,6,0,30,20,1,1,0.82,48.0,0,1,0,1,57.09294893328827,0.6565299125345334,0.5921048720781081
2,3,3,1,8,0,30,45,0,0,0.72,3.0,1,1,0,1,57.786903607596116,0.6647879855009551,0.5919894434199973
4,1,5,1,7,1,45,10,1,0,0.82,24.0,1,0,0,0,45.850698279760664,0.7383489861359775,0.048882703156988686
3,5,1,5,0,1,60,45,0,1,0.72,48.0,1,1,1,1,73.4564939739247,0.6581919985291125,0.8428975560855786
4,1,5,1,7,0,30,20,0,0,0.72,96.0,1,0,0,0,52.81597210485519,0.7907719999661212,0.049856608072274974
1,2,3,4,7,0,180,45,1,1,0.86,48.0,1,1,0,1,77.47077184914643,0.6245606990959077,0.6079279322960507
1,5,2,5,5,1,90,60,0,1,0.72,72.0,1,1,0,1,92.33753234335359,0.5864458130037528,0.6205071479853064
3,1,1,1,2,1,120,60,0,0,0.82,96.0,0,0,0,0,19.645235149466547,0.8385400576772277,0.024399019395571757
1,5,1,3,1,1,60,30,0,0,0.86,4.0,1,1,0,0,56.06080605156988,0.6048016992619196,0.4050377517527122
5,1,5,4,6,1,180,30,0,0,0.86,8.0,1,0,0,0,96.77665665039099,0.5649952035821326,0.09496810684951137
5,5,3,1,6,1,120,10,0,1,0.82,3.0,1,1,0,0,143.284080944448,0.5835127361693297,0.46467682909777897
2,3,1,1,2,1,75,30,0,1,0.86,48.0,1,0,0,0,62.07413360267105,0.7041575824934908,0.06209172496056968
1,3,5,4,5,1,150,60,0,0,0.82,8.0,1,1,0,1,84.54443089648204,0.5239963269362719,0.619683211045449
5,1,4,2,1,1,120,20,0,0,0.82,3.0,1,1,0,0,55.196162402849346,0.6879113100474277,0.39864364989857964
2,4,4,3,5,0,150,20,1,1,0.72,3.0,1,1,0,0,46.02737426941331,0.8089719091818133,0.38405688253688197
1,4,2,1,3,1,60,30,0,0,0.86,24.0,0,0,0,0,46.674502787306096,0.544813850028375,0.06297936568955115
3,5,4,4,8,1,30,20,1,0,0.86,72.0,0,1,1,0,133.61755926576157,0.5297977523419232,0.7019925301799065
2,3,3,3,6,0,45,45,1,1,0.72,4.0,1,1,0,0,32.62501395223451,0.5647008556601643,0.3922209494052782
2,2,5,5,5,0,60,20,1,0,0.86,4.0,1,1,0,1,96.21011718217213,0.6004152724738384,0.6221110090482794
3,3,5,2,5,0,180,60,0,0,0.86,48.0,1,1,0,1,159.022271994106,0.5316482274868874,0.6687994720719885
4,1,1,3,3,0,120,10,0,0,0.86,8.0,0,0,0,1,25.680962435726695,0.8366913988841094,0.21855224370193013
4,5,4,3,7,1,60,10,0,0,0.72,72.0,1,1,1,1,108.9289004881525,0.4614233852357519,0.880319630025599
3,1,5,2,1,1,60,20,0,0,0.82,8.0,1,0,0,0,64.4542553703634,0.7832230492911592,0.05814389012986113
5,3,1,3,0,1,150,0,0,0,0.86,24.0,0,0,0,0,19.60550535024847,0.8507690659414777,0.023516502284262206
5,2,1,1,1,1,120,15,0,1,0.72,96.0,0,0,0,0,5.868693338015239,0.6793140045184548,0.02636048190905166
5,5,4,3,4,0,150,10,0,1,0.82,2.0,1,1,1,0,30.384435101772162,0.6970140759264847,0.6214653047529942
1,2,5,1,4,0,90,60,1,1,0.86,3.0,1,0,0,0,102.60835874316797,0.5597806357844972,0.0992209279905305
4,3,2,2,2,0,45,10,0,0,0.82,96.0,1,0,0,0,22.88388568835862,0.9606040334226607,0.018013641452652836
2,2,2,5,2,1,180,10,1,0,0.82,96.0,1,1,0,0,48.26615149339848,0.7337084864266038,0.3908178402790701
4,4,4,3,4,0,60,15,1,0,0.72,3.0,1,0,1,1,66.62842925660536,0.5446592978986674,0.5062928019848302
3,5,3,1,3,1,60,10,1,0,0.72,3.0,1,1,0,0,13.496464478592234,0.7858767258738271,0.36398627217456025
5,4,2,4,7,1,180,0,1,0,0.86,1.5,1,1,1,1,46.592680781871834,0.5344511806286097,0.8336502045439118
3,3,4,3,7,0,120,45,1,1,0.86,4.0,1,1,1,0,112.15410619489747,0.609065971631359,0.6821347861157365
3,4,3,3,3,1,90,0,0,0,0.82,12.0,1,1,1,0,56.25250616772574,0.7110711683270203,0.6377266889955925
4,4,5,4,7,1,30,10,0,0,0.82,4.0,1,1,0,1,87.96373489409828,0.515009664407823,0.6225918134208513
5,3,1,2,1,1,60,15,1,0,0.82,72.0,1,0,0,0,23.967166685226157,0.7223088902295819,0.035416488807413375
1,3,3,5,8,1,30,45,0,1,0.72,12.0,0,1,1,0,104.86877922345562,0.644570158431341,0.6747926083921099
3,1,4,5,5,1,75,15,0,0,0.72,72.0,1,1,0,1,98.92094362010688,0.7735492192480738,0.6117988503993729
1,1,4,3,5,0,30,30,0,1,0.72,3.0,0,1,0,1,54.804201433917925,0.5507632499097025,0.5979827067955995
2,3,5,2,3,1,90,15,0,1,0.72,96.0,1,1,1,0,83.43299583542321,0.5975093808652626,0.6637963405630471
2,3,4,1,7,0,180,60,0,0,0.82,48.0,1,1,0,0,54.05367663438798,0.6210744403099876,0.4025605736012262
5,1,3,4,5,1,60,15,0,0,0.82,2.0,1,1,0,0,41.32147378454084,0.6747631969010413,0.39031422540662103
5,1,4,1,5,0,120,10,1,0,0.86,12.0,0,0,1,0,38.65192415329448,0.727303668287305,0.28485669265541835
2,2,3,2,1,1,60,60,0,0,0.72,4.0,0,1,0,0,72.47420422475656,0.7871775771181041,0.40321370575157045
4,4,3,1,1,0,75,30,1,1,0.72,8.0,1,0,0,0,102.3596249164394,0.713011616389932,0.0883289367969977
3,4,3,5,2,0,120,20,0,0,0.72,4.0,1,1,0,0,28.617454466139804,0.7267710033626056,0.3782043327420442
1,3,5,4,6,1,120,10,1,0,0.86,3.0,1,1,0,1,146.88248272734495,0.5681714558922,0.6581496532391093
2,5,1,2,6,1,150,10,1,0,0.72,4.0,0,1,0,1,42.360637569817314,0.7593540545052251,0.5750856412311791
4,2,1,3,7,0,60,10,0,0,0.82,96.0,1,0,1,0,52.04790333558117,0.6642056831912477,0.29820420440033346
1,3,1,5,8,1,75,10,0,0,0.72,3.0,1,1,0,1,54.25119042716858,0.5683576122548776,0.5963824274269376
4,5,5,2,5,1,75,15,1,1,0.86,72.0,1,1,1,0,38.74900685247616,0.5423049373354945,0.6378713256214996
1,1,2,3,6,0,75,20,0,1,0.82,72.0,1,0,0,0,41.50516689202162,0.736206388800327,0.04613566404532486
1,1,4,5,5,1,180,45,1,0,0.82,12.0,1,1,0,1,17.246693099652624,0.6076258307374033,0.5689639872481501
2,1,3,2,3,1,30,20,1,1,0.86,12.0,1,1,1,1,12.330753883620368,0.8268330460759458,0.7903421893637641
2,1,5,5,8,1,45,60,0,0,0.86,3.0,1,1,0,0,79.64890511306164,0.4381728002204732,0.4324271740599413
3,1,1,3,1,1,30,15,1,0,0.86,2.0,1,1,0,0,61.976418951132224,0.6308861701645183,0.40715558072257185
3,4,1,1,2,0,30,0,0,0,0.86,48.0,1,0,1,1,98.6304695460062,0.8295221194559392,0.5076870980020883
3,1,1,4,4,0,45,45,0,1,0.72,2.0,1,0,0,1,88.32341336087696,0.8099349871632793,0.2621868264724884
3,1,5,4,1,0,30,20,0,0,0.82,48.0,1,0,1,0,51.54035876772922,0.6860883515721159,0.29633405456843803
2,5,2,4,2,0,75,60,0,0,0.86,72.0,1,1,0,0,40.61087806617741,0.6247626506239244,0.39334053316711026
3,3,2,2,3,1,30,15,0,1,0.86,48.0,0,0,1,0,37.51394795928912,0.5630810015267675,0.2955936285326523
5,5,5,5,2,1,90,30,0,1,0.72,24.0,1,1,0,1,113.20600438682928,0.5753134586199693,0.6351987274878217
5,2,3,4,0,0,75,15,0,0,0.82,2.0,1,1,1,0,76.67141832820231,0.7715506133495521,0.6471057359509996
1,1,3,3,4,0,120,10,1,0,0.72,4.0,1,0,1,0,20.519284110890748,0.6014989411703614,0.2815745968586685
2,1,1,1,2,0,30,15,1,0,0.82,24.0,1,0,0,0,7.018437059792069,0.980496230810842,0.006044221883102437
5,5,3,4,7,1,45,45,0,0,0.86,8.0,1,1,1,1,141.3926312754791,0.6580025720696706,0.8882015741387758
2,2,5,4,4,0,90,60,0,0,0.86,1.5,0,0,0,0,48.027699514449196,0.7609673265516201,0.04875075348435272
5,5,2,2,4,1,120,10,0,1,0.82,48.0,1,1,1,0,97.70748267095843,0.6089931808467027,0.6725087991213698
5,5,2,5,2,1,60,15,0,0,0.82,72.0,1,1,1,0,34.742936591842735,0.6536000972377334,0.627409950921254
5,1,3,4,5,1,180,45,1,1,0.86,24.0,1,0,1,1,59.6441710360852,0.7313326044166502,0.48856949838155794
5,2,5,2,3,1,60,60,0,0,0.82,3.0,1,1,0,1,69.68786794078639,0.7446183361359565,0.594335295097674
1,4,3,2,8,1,90,60,0,0,0.72,3.0,1,1,0,0,60.482595220631985,0.6969438539890053,0.40153566036785765
1,4,3,3,2,1,30,60,1,0,0.86,4.0,1,1,1,0,76.15674382829461,0.8479809102369114,0.6414124988356127
3,5,3,1,0,1,75,45,0,0,0.72,72.0,1,1,0,1,62.21720087194436,0.6263340513592746,0.5976347503194804
3,5,3,3,6,1,150,0,0,0,0.72,12.0,1,1,1,1,65.55075857167822,0.6135550378716544,0.8407516530634364
3,2,1,3,1,0,60,60,0,0,0.82,96.0,1,0,0,0,17.08746773629417,0.874652634665896,0.020165960730916727
5,1,1,4,7,0,180,20,0,0,0.82,12.0,1,0,0,0,88.03705432968383,0.6460418081986669,0.08346844297921588
5,3,3,3,3,1,30,15,0,1,0.72,48.0,1,0,1,0,74.72777059300985,0.5731853668273111,0.31969553805076145
3,4,5,1,1,0,150,45,1,0,0.72,2.0,0,1,1,1,19.812681183426733,0.5526748778422114,0.8145212126733297
5,4,1,5,1,0,45,0,1,0,0.86,12.0,1,1,1,1,46.150990828960815,0.7359204183359812,0.8192528979357885
4,2,1,5,3,1,60,30,0,0,0.72,3.0,1,1,1,0,94.47086299137726,0.6975640190899257,0.6641510939912901
1,1,3,3,7,0,120,60,0,0,0.82,72.0,1,1,0,0,22.179121626941996,0.816956679072018,0.36759911354958674
2,4,3,5,1,0,45,20,0,0,0.86,4.0,1,1,1,1,15.238733960242602,0.6093834418330096,0.8075023150451843
1,3,4,1,2,0,90,60,0,0,0.72,2.0,1,1,0,1,1.4324948953317627,0.6922535320525656,0.5524972493532082
3,1,3,2,1,1,150,20,0,0,0.82,12.0,1,1,0,1,92.30349443489722,0.9189429249204537,0.5972096582121664
1,1,3,4,3,1,45,45,0,0,0.72,24.0,1,0,0,0,117.65153431255416,0.7010018091287467,0.09936422956935717
5,5,2,5,4,0,90,60,0,0,0.82,12.0,0,1,1,0,98.36622084757752,0.5619606848179106,0.676240232627798
4,4,5,4,5,0,90,15,0,1,0.86,8.0,1,1,0,1,65.70564180714169,0.6013662427938342,0.6017081242091927
3,1,5,1,4,0,90,20,0,1,0.82,72.0,1,0,0,0,82.66750935266,0.7929647968277681,0.06960413712382958
1,2,2,4,5,1,75,45,0,0,0.82,24.0,1,1,1,1,102.17538522413312,0.6797829411572239,0.8605321176017497
5,1,4,1,7,0,180,60,0,1,0.86,72.0,1,0,0,0,194.76188185653376,0.6993549683235354,0.15088640678837503
3,3,5,3,7,1,120,0,0,0,0.82,48.0,1,1,0,0,127.7012658536076,0.5490405809012524,0.4567013365726508
2,1,4,2,4,0,45,20,0,0,0.72,24.0,1,1,1,0,34.7788402629439,0.6652758488083277,0.6266165840920465
3,3,1,5,4,1,75,10,1,1,0.86,2.0,1,1,1,0,49.86070713430668,0.516778829183089,0.6470659533800549
2,5,3,5,5,0,30,60,0,0,0.82,72.0,0,1,1,1,69.01935635311708,0.5662431727631959,0.8463758821419877
4,2,1,2,8,1,60,0,0,0,0.72,24.0,1,1,1,1,42.521187917045445,0.7447769325862488,0.8162130733303263
4,1,5,4,0,1,180,15,0,0,0.82,72.0,1,0,0,0,156.85557262083285,0.659230151381247,0.12842427115053462
3,1,3,2,1,1,60,30,0,0,0.82,2.0,1,0,0,0,59.581183538413654,0.8303178668071001,0.0515985383491121
1,1,3,2,8,0,180,15,0,0,0.72,48.0,1,1,0,0,88.92449700547095,0.523313378865006,0.4326510614830969
5,1,1,2,5,1,30,60,1,0,0.72,8.0,1,0,1,0,55.83023835555659,0.708237199092265,0.2976435549672458
3,2,1,2,5,0,120,45,0,0,0.72,3.0,1,1,0,0,61.99228010571272,0.9104817078945519,0.38759446718452323
5,1,4,2,5,1,180,15,0,0,0.86,72.0,1,1,1,1,109.20794932300754,0.650289766071132,0.8672850159236924
5,1,1,1,0,0,150,30,0,1,0.72,48.0,1,0,0,0,28.35348946867405,0.9115081644341332,0.025096754802060042
4,4,1,2,6,0,180,15,0,1,0.86,1.5,1,1,1,1,78.96955449933829,0.6662126660090189,0.8460114830455941
1,1,4,3,4,1,150,45,1,0,0.82,8.0,1,0,0,0,137.06737994200185,0.7597475219362952,0.10819592675912723
1,3,4,4,6,1,75,15,0,1,0.82,1.5,1,0,0,0,65.4842826681118,0.5688541566907589,0.07383639747705475
5,4,2,4,8,0,120,60,0,0,0.86,24.0,1,1,1,0,58.97514071736845,0.6068809380318639,0.6468350948160152
2,2,3,4,1,1,150,30,1,0,0.72,24.0,1,1,1,1,135.8066683107267,0.7725970387603895,0.8764559861605905
5,1,5,4,2,1,45,15,1,0,0.86,12.0,1,0,1,1,69.22391268227202,0.7257753525879649,0.4953450004403571
3,1,1,1,3,1,90,60,0,1,0.86,3.0,1,0,0,0,5.47291328380919,0.9576057210014018,0.006616208385774664
2,4,1,3,0,1,150,30,1,0,0.86,8.0,1,1,1,0,14.786748357146214,0.6367501416285752,0.6152853223240973
1,5,4,2,4,1,30,0,1,0,0.86,72.0,0,1,0,1,69.56006764136248,0.6570272328941936,0.6003814721249814
1,2,2,2,3,0,30,45,0,1,0.86,3.0,1,1,0,0,86.92982851339755,0.8452031463063664,0.4087889987674861
2,3,4,4,5,1,75,45,1,0,0.82,3.0,1,1,0,0,112.97680886351452,0.5908155301877275,0.4439607854625355
1,3,3,4,6,1,60,20,0,1,0.86,48.0,1,0,1,0,41.504549678956785,0.6838499760716258,0.28980020146095736
5,2,1,5,8,0,60,45,0,1,0.82,8.0,0,1,0,1,80.64909977794446,0.6594395122657799,0.607605300660025
1,3,5,5,6,1,60,15,1,1,0.82,2.0,1,1,0,1,137.8999460220094,0.8379618706750717,0.6332759664007512
2,5,3,3,0,1,180,10,0,0,0.72,48.0,1,1,0,1,116.0012375930983,0.8467593014035404,0.618061007297151
5,3,1,2,7,0,45,20,0,0,0.72,24.0,1,1,0,0,25.272776884176007,0.6099579831695701,0.38415145910091414
1,4,3,5,7,1,180,30,0,1,0.72,96.0,1,1,0,1,118.82062107969787,0.6545977491972508,0.6333919049426577
3,2,4,5,6,1,150,0,0,1,0.82,4.0,1,1,1,0,117.73856580778937,0.7199611660812247,0.6780950955795072
5,3,4,3,8,0,180,30,0,1,0.72,4.0,0,0,0,0,39.186116057997566,0.6411379285877434,0.05124442237085634
2,2,3,4,5,0,90,10,1,0,0.82,48.0,1,1,1,0,41.94748383159123,0.6267727512002056,0.6340908966370465
2,3,4,5,2,0,180,15,1,0,0.86,8.0,1,1,1,1,168.98585635421173,0.6917250330249614,0.9042364852577273
4,4,2,1,1,1,60,0,1,1,0.86,4.0,0,0,0,0,155.14887072318118,0.7603578346529328,0.12020753205641549
5,1,2,2,1,1,120,60,1,0,0.86,2.0,1,0,0,0,24.619109140940402,0.6980830012765454,0.03754692933793542
4,5,5,1,8,0,180,30,1,1,0.72,8.0,1,1,0,1,155.62545043227186,0.5602144620313916,0.6645352879459838
5,1,2,4,4,0,90,60,0,0,0.82,48.0,1,1,1,1,44.95398396691125,0.7268952407894771,0.8190866557893441
3,2,2,1,8,0,30,10,0,0,0.86,96.0,1,0,0,0,169.95961722485634,0.6942446251094295,0.1347092877255775
5,4,4,5,2,1,150,0,0,1,0.82,96.0,1,1,0,1,36.19561063045203,0.6988398392009955,0.5752116183428984
1,5,3,5,1,0,30,20,0,1,0.86,3.0,1,1,0,0,109.79910786853095,0.6080739357993282,0.4406342297397344
1,4,2,3,0,1,30,60,0,0,0.86,48.0,1,0,0,1,58.989987510440955,0.6569945262214262,0.25333704150479414
5,1,4,5,8,1,75,30,0,0,0.82,8.0,0,1,0,1,40.73784125391198,0.5003737638316412,0.5921323973677265
2,1,1,4,8,1,45,10,0,1,0.86,2.0,0,0,1,1,57.60008167412036,0.5816139444190862,0.4976870783400775
1,3,1,5,5,1,120,45,0,1,0.72,12.0,1,1,0,1,33.467912767720534,0.8181185183963665,0.5650436455574014
2,3,4,1,4,0,90,15,0,0,0.82,24.0,1,1,0,1,38.63781862748162,0.6672696721529912,0.579049668700945
5,1,2,4,6,0,30,60,0,1,0.82,4.0,0,0,1,0,49.300016532237066,0.7422094028666064,0.29091201948749557
5,2,1,3,2,1,60,0,0,1,0.82,12.0,1,0,0,0,59.85898981239434,0.8463786162728467,0.05065949006916362
1,4,5,1,0,0,30,45,0,0,0.82,72.0,0,0,0,0,34.61876736933796,0.8299159989287159,0.03498505832121519
4,1,3,1,2,1,45,30,0,0,0.72,2.0,1,0,0,1,29.5812700627327,0.7703567420337019,0.22579587476612936
1,5,5,1,1,1,150,60,0,0,0.82,4.0,1,1,0,0,52.23556289796578,0.7149390590287088,0.39477797446663426
2,3,3,5,5,1,90,15,0,0,0.86,24.0,1,1,0,0,27.886315295738044,0.6466818218573755,0.3833231493338091
2,3,1,2,1,1,150,45,1,0,0.82,96.0,1,0,1,0,27.3541254462048,0.820685859975809,0.27078807343249656
1,5,5,1,6,0,60,0,0,1,0.82,24.0,1,1,0,1,48.916775182717075,0.5234801515414387,0.595967572847244
4,4,2,3,4,1,60,45,1,1,0.86,3.0,0,1,0,0,25.121570083972983,0.4353929709258598,0.39627020542450514
1,5,2,5,4,0,120,15,1,1,0.72,3.0,1,1,1,1,40.62315717491009,0.5987906435924761,0.8251667597318001
2,2,3,1,2,1,150,60,0,1,0.82,96.0,1,0,0,0,8.860403686751855,0.7156508455887888,0.025811376599952692
2,1,3,4,7,0,120,0,1,0,0.82,12.0,1,1,0,0,92.16605060751107,0.7382082221464459,0.41976945818808953
4,3,5,5,6,1,45,15,0,0,0.82,2.0,1,1,0,0,29.9451476496723,0.6026029926259178,0.387781222282634
2,1,2,3,3,0,150,20,0,0,0.82,4.0,0,0,0,1,109.9255945755161,0.7805366002969543,0.27864616769622397
2,2,2,1,3,1,120,30,0,1,0.72,3.0,1,0,0,0,27.560608370919965,0.7077637350492715,0.03883027746049764
3,4,1,1,2,0,30,45,0,0,0.86,2.0,1,0,0,0,47.341787974755704,0.6929944152723321,0.05305158291410723
5,5,2,3,8,1,60,60,0,1,0.72,1.5,1,1,0,1,61.85877860946623,0.5883042144994737,0.600057890724681
2,2,1,3,7,0,30,20,1,1,0.82,72.0,0,1,1,0,49.485434553720296,0.7839621498626104,0.6281129392120975
5,4,2,5,6,1,150,15,0,0,0.72,2.0,0,1,1,1,182.09142024415348,0.7187174871929657,0.9110840560592615
1,1,2,3,6,0,75,20,0,0,0.86,48.0,1,1,0,0,29.36241088333994,0.7749102653257589,0.3753312220160902
5,4,2,5,0,1,150,20,0,0,0.72,1.5,1,0,1,1,72.65318670623378,0.6262945476475723,0.5045948394688258
5,1,1,1,3,1,120,60,0,1,0.86,4.0,1,1,0,0,3.497031819083905,0.7811792647890166,0.35764880601082477
3,2,3,1,6,1,150,60,0,0,0.86,1.5,1,1,1,0,113.71593310323722,0.6271418465281174,0.6819106928118567
3,5,1,4,0,1,180,45,1,0,0.72,24.0,0,0,0,0,67.52562439067282,0.7554942507578019,0.06213248537406909
2,4,3,4,1,1,90,0,1,0,0.86,8.0,1,1,1,1,116.73501775621764,0.5813191040003688,0.877131007890786
3,1,5,3,8,0,45,15,1,0,0.86,48.0,1,1,0,0,111.47102254081639,0.664137020451367,0.43782442359561524
1,1,1,2,6,1,90,45,0,1,0.72,8.0,0,1,0,0,162.51356429389267,0.6385187547302087,0.47364606336481385
3,4,3,2,6,0,60,0,1,0,0.72,8.0,1,1,1,1,52.43070082604612,0.8449593090187847,0.8158066489193825
1,5,5,4,3,1,180,20,0,0,0.72,1.5,1,1,0,0,53.296358701307774,0.6224731262437857,0.4019577869638069
5,2,2,3,7,1,45,45,0,1,0.72,96.0,1,1,1,0,36.29027366274659,0.4943090675570369,0.6395918810461718
1,1,1,4,6,0,120,60,0,0,0.82,2.0,1,0,0,1,27.080712947885637,0.6370788756106633,0.23345828733917734
2,4,2,3,1,1,90,20,0,0,0.86,3.0,1,1,0,1,110.08537348558502,0.7201835144135837,0.6229774029814392
5,1,5,4,7,1,150,45,1,0,0.82,1.5,0,1,0,0,42.13501878171747,0.5516291633553034,0.39947597108627375
2,3,5,2,8,1,75,60,0,0,0.72,24.0,1,1,1,1,52.538839236104366,0.6839844371656462,0.8271469822224743
4,1,2,4,3,1,180,0,0,0,0.72,48.0,1,0,1,0,163.0798795182898,0.6946403157016544,0.370095097579744
2,5,2,3,1,0,120,20,0,1,0.86,1.5,1,1,0,0,103.95053438625297,0.6704088322490531,0.4323717380000683
1,5,3,5,0,1,45,0,1,0,0.86,8.0,1,1,1,0,148.56629816008814,0.6876473313388268,0.7009088855796743
3,2,3,4,5,1,150,0,0,1,0.86,24.0,1,1,1,1,159.06413146192065,0.7899712874348088,0.8907447641875105
1,5,2,3,5,1,45,10,0,0,0.72,2.0,0,0,0,0,49.08404198431546,0.6600991303790389,0.05651575552967758
4,4,1,2,0,0,75,15,0,0,0.72,3.0,1,1,1,1,80.57777395821873,0.7055645728500897,0.8443289958726395
1,1,4,3,8,0,45,15,0,0,0.86,72.0,1,1,0,0,111.80549451440507,0.6366327261762359,0.4399727055106002
1,1,3,5,5,0,90,15,0,1,0.72,24.0,0,1,0,0,28.161721609532194,0.7073087495626926,0.379262868603633
1,1,1,2,4,1,75,10,0,0,0.72,72.0,1,1,0,0,57.653525126740945,0.8775855259692014,0.3870046965999832
3,1,2,5,2,1,45,30,0,1,0.82,24.0,1,0,0,0,47.1648092769353,0.7923772791282663,0.0459767966456449
4,3,3,4,0,1,180,45,0,0,0.82,24.0,1,1,1,1,110.59307677134817,0.7015510759272596,0.8646201425326573
1,1,4,1,3,0,60,20,0,0,0.82,8.0,1,1,0,1,62.62695349058035,0.8163875859198224,0.5846041713126661
4,2,1,5,7,1,150,30,0,0,0.72,2.0,1,1,0,0,40.71964303337366,0.8437775475021263,0.37808200036376693
2,2,3,2,5,0,150,15,0,1,0.72,72.0,1,1,0,1,80.15085097498327,0.6675142157673581,0.6067079055462739
5,4,4,4,4,1,30,10,0,0,0.86,4.0,1,1,1,0,98.60048710827024,0.5087194703123191,0.6801232951503179
2,1,3,4,2,0,30,60,0,1,0.82,48.0,1,0,0,1,54.855950766659774,0.8614701356368722,0.2362677243498588
5,4,4,5,6,0,60,10,0,1,0.86,4.0,1,1,1,0,35.39931167490226,0.5007003647169367,0.638550515586416
3,5,3,5,4,0,90,0,0,0,0.86,24.0,0,1,0,0,105.24412889800766,0.6816176850141018,0.43244951464768466
1,5,3,5,4,1,30,20,0,1,0.86,96.0,0,1,0,0,141.4375841982762,0.5989613908707203,0.4623644254379004
1,1,1,5,8,1,30,20,0,0,0.82,2.0,1,1,0,0,78.5112961275828,0.7528270827543618,0.4096429682922499
1,2,5,4,0,1,120,30,1,0,0.82,8.0,1,0,0,0,78.57974762312334,0.7037402987501228,0.07312467750290697
1,1,3,2,0,1,90,10,0,0,0.82,2.0,1,1,0,0,25.442883839337455,0.7096486170989181,0.3772865193626341
4,3,5,4,2,0,180,10,0,0,0.82,96.0,1,1,0,0,14.939122517352008,0.6823281651234229,0.3721964434529284
5,2,3,4,3,0,150,45,1,1,0.82,1.5,1,0,1,0,63.09620749114752,0.8635314157495885,0.29161693922496046
2,2,3,5,1,1,75,20,0,0,0.82,2.0,1,0,0,1,76.56337004822359,0.6880415968148913,0.26287933492177334
5,2,4,4,4,1,30,10,1,0,0.72,4.0,1,0,1,0,72.37121811606193,0.645300678197434,0.3130764312702209
4,4,5,3,8,0,150,30,1,0,0.86,2.0,1,1,0,1,89.77196850712551,0.6154115676673265,0.6167691692680375
4,4,2,2,5,1,90,20,0,0,0.86,2.0,0,1,0,1,44.06466877051977,0.5840934535898249,0.5884899040957254
5,2,5,3,8,1,30,10,1,0,0.82,1.5,1,1,1,1,171.93523624299553,0.8102032221975526,0.8979092652748351
5,4,5,2,3,1,180,0,0,1,0.82,2.0,1,0,1,1,52.17804768232551,0.6434810566312535,0.4897416911573626
1,1,4,3,3,1,75,10,0,1,0.72,4.0,1,1,0,0,163.65443966571758,0.5904744673371598,0.4777697470635439
1,3,3,3,8,0,30,60,1,1,0.82,4.0,0,1,1,0,57.51708033233379,0.7754333783566394,0.6340643837365912
1,5,2,5,5,1,180,20,0,0,0.86,48.0,1,1,0,0,32.77530816279277,0.6957400073798199,0.38314840492527447
2,3,5,1,7,1,30,30,1,0,0.72,2.0,1,1,0,0,152.00022504837384,0.6454534958241447,0.46615173865789244
2,1,3,5,8,0,90,45,0,0,0.86,1.5,1,1,1,1,21.024606948937667,0.6243752221212427,0.8103101390841382
5,5,1,4,5,0,180,20,0,1,0.86,48.0,1,0,1,0,65.52134373476133,0.6610806438925827,0.30740525075069347
3,4,3,5,0,0,180,45,1,0,0.86,72.0,1,1,0,1,73.68449821269944,0.6351853545576305,0.6046600239894322
2,5,2,3,8,1,30,15,0,0,0.82,96.0,0,1,0,1,77.00858947570265,0.7054997352197748,0.6019540781850843
